battery_id,format_key,cycle_index,timestamp,rated_capacity_ah,cc_capacity_frac,cv_capacity_frac,cc_cv_ah_ratio,cc_time_fraction,total_charge_frac,charge_time_1c_equiv,mean_charge_c_rate,dvdt_cc_per_frac,v_norm_at_cc_end,ohmic_r_norm,ch_temp_max_c,ch_temp_rise_c,ch_temp_mean_c,ch_thermal_dose_c_h,ch_frac_above_warn,ambient_temp_c,re_norm,rct_norm,re_growth_ratio,rct_growth_ratio,audit_capacity_ah,audit_dis_temp_max_c,audit_dis_temp_rise_c,audit_min_voltage_v,audit_min_v_norm,audit_dis_duration_h,audit_mean_dis_c_rate,audit_energy_wh,audit_dis_thermal_dose_c_h,soh,equivalent_full_cycles,calendar_age_days,mean_rest_h,cum_thermal_dose_c_h
B0005,NASA_18650_LCO_2AH,1,2008-04-02 15:25:41.593,2.0,0.16336327758379715,0.21979621686760348,0.7432488126516585,0.1321316208437975,0.38315949445140063,0.6084970061254068,0.369640780837756,0.7426691172644813,1.0040235809755937,0.11062056973252771,27.445134031590747,2.7897761976756357,25.32407901830568,0.7816596251162771,0.0,24.0,,,,,1.8564874208181574,38.98218133148803,14.652147445917485,2.612467347907089,0.06615726347475824,1.025065,1.0063103870158197,6.5726488058945876,7.892374837220826,0.9282437104090787,0.0,0.0,0.0,0.0
B0005,NASA_18650_LCO_2AH,2,2008-04-02 19:43:48.406,2.0,0.7129741523705434,0.21966262703998796,3.245769024777561,0.3881990201576787,0.9326367794105314,1.2757183716536116,0.5236588613165263,0.6409900311932811,1.006800098496524,0.10451401678583008,29.34194895777482,9.84485793189549e-05,26.635622628116085,3.655898604627279,0.0,24.0,,,,,1.846327249719927,39.033397966787035,14.33564603105771,2.587208728940726,0.051299252318074084,1.0200955555555555,1.0062803991695355,6.550135597322167,8.000778655964242,0.9231636248599635,0.9282437104090787,0.17924552083333334,4.3018925,0.7816596251162771
B0005,NASA_18650_LCO_2AH,3,2008-04-03 00:01:06.687,2.0,0.7123762065354772,0.2171907772828528,3.2799560543390585,0.3910983729085964,0.92956698381833,1.2691700890435633,0.5253851918078339,0.6215777228102899,1.0071901326596508,0.10181173727768322,29.553300732538816,0.0,26.778175507896698,3.9150067059312126,0.0,24.0,,,,,1.8353491942234077,38.818796689817404,14.084530525863002,2.6519168938437794,0.08936287873163491,1.0143447222222222,1.006236905654495,6.519295961051797,7.867269081188945,0.9176745971117038,1.8514073352690423,0.3579293287037037,4.295151944444445,4.437558229743556
B0005,NASA_18650_LCO_2AH,4,2008-04-03 04:16:37.375,2.0,0.7078440211990537,0.21773987820003274,3.2508699160901444,0.3913509287544247,0.9255838993990864,1.2613770668300812,0.5259466277411119,0.6039186864153444,1.0072264744031965,0.10033322700547129,29.456340289732644,0.0,26.70320405781683,3.741772668519107,0.0,24.0,,,,,1.8352625275821128,38.7623045063458,14.108068037117349,2.592947964776547,0.05467527339796894,1.0087675,1.006090250464831,6.5189561222582135,7.69559389951413,0.9176312637910564,2.7690819323807463,0.5353678472222222,4.2829427777777775,8.352564935674769
B0005,NASA_18650_LCO_2AH,5,2008-04-03 08:33:25.703,2.0,0.7074105224273063,0.21779444225829908,3.248065072130268,0.3899273691721626,0.9252049646856053,1.2637222366373302,0.5252288021615945,0.6099456227285585,1.0068623090119344,0.0992184686323052,29.4813335075363,0.0,26.617004288392003,3.5619424448687105,0.0,24.0,,,,,1.8346455082120419,38.66539257343368,14.140595614085552,2.547419651124539,0.02789391242619931,1.0081033333333334,1.006353551980333,6.516410101781019,7.559243861590034,0.9173227541060209,3.6867131961718025,0.7137049768518519,4.282229861111111,12.094337604193875
B0005,NASA_18650_LCO_2AH,6,2008-04-03 12:55:10.687,2.0,0.7076502451020451,0.21663509765375719,3.2665539939414105,0.3952037075304541,0.9242853427558023,1.2542239271786313,0.5280440746211,0.6154677860418267,1.0067604606724834,0.09873798442854353,29.39582042914756,0.0,26.51849450408942,3.4326165603434893,0.0,24.0,,,,,1.8356616600675495,38.75169504640032,14.229397669472458,2.5209480504077413,0.012322382592788988,1.0145225,1.006432578800463,6.521911335061501,7.664443986075052,0.9178308300337747,4.604035950277823,0.895475625,4.298283,15.656280049062586
B0005,NASA_18650_LCO_2AH,7,2008-04-03 17:17:16.015,2.0,0.7084197017726062,0.21605070365728352,3.278951135733773,0.39543054400458016,0.9244704054298897,1.254446905118347,0.528021241755507,0.6204135450041199,1.0068417640862621,0.0984833379629777,29.438424119486054,0.0,26.620706323978894,3.652556262595533,0.0,24.0,,,,,1.8351461429226603,38.8207012322275,14.235822946429689,2.487927319492314,-0.007101576769227094,1.0141188888888888,1.0063882801646236,6.521733386522114,7.706830637949826,0.9175730714613302,5.521866780311598,1.077481736111111,4.309926944444444,19.088896609406074
B0005,NASA_18650_LCO_2AH,8,2008-04-03 21:28:14.718,2.0,0.7083226730412081,0.21982939376002789,3.2221472266050095,0.3717146607779693,0.928152066801236,1.3393120349776917,0.5300498062927914,0.6282543135698626,1.0072645263823468,0.09787117959474474,29.510810563981206,0.010894320376223732,26.737918888901717,3.7546181998558255,0.0,24.0,,,,,1.8257567905665537,38.51713023385634,13.80350143457655,2.6652049047458775,0.09717935573286908,0.9923480555555555,1.0064386868320407,6.498938598757721,7.461252888464385,0.9128783952832769,6.439439851772928,1.2517722800925926,4.291790674603175,22.741452872001606
B0005,NASA_18650_LCO_2AH,9,2008-04-04 01:38:15.218,2.0,0.7022374877412868,0.2170812198114798,3.2349066710316015,0.3964922653176948,0.9193187075527666,1.244648969879522,0.5300421576370581,0.6053428522896352,1.006810153911524,0.09670688219092961,29.668813794471543,0.0,26.74145703066146,3.704407272825465,0.0,24.0,,,,,1.8247738529891333,38.526267904657,13.891056271332303,2.6038584726333673,0.061093219196098426,0.9862761111111111,1.0063974743230857,6.493150451219233,7.353755003371942,0.9123869264945667,7.352318247056205,1.4253891782407409,4.276167534722222,26.496071071857433
B0005,NASA_18650_LCO_2AH,10,2008-04-04 05:48:08.609,2.0,0.7037140805718048,0.2155404262189257,3.264882097916041,0.39854098730033427,0.9192545067907305,1.2425203366409776,0.5307464479437999,0.6122290571966055,1.006935291308959,0.09633169060014518,29.779288735822295,0.0,26.7021703105932,3.6102552094808975,0.0,24.0,,,,,1.824613268496936,38.52698128472781,13.954923620632258,2.552853984885676,0.031090579344515257,0.9864583333333333,1.0061843103425898,6.4908637585759665,7.289484573620888,0.912306634248468,8.264705173550771,1.5989237962962963,4.263796790123457,30.2004783446829
B0005,NASA_18650_LCO_2AH,11,2008-04-04 09:57:19.765,2.0,0.7030703007024028,0.21579912182235667,3.2579849868535127,0.39921455895626295,0.9188694225247596,1.2397499668426364,0.5308631656927444,0.6184548282889983,1.007145130411099,0.09610707336175794,29.71100043300344,0.0,26.608132946993933,3.4291572979550082,0.0,24.0,,,,,1.8246195526864504,38.54143406601644,14.104718071788671,2.4724483018527317,-0.01620688126309901,0.980625,1.0061822327136298,6.487372514690682,7.129503821149054,0.9123097763432252,9.17701180779924,1.7719695833333333,4.252727,33.8107335541638
B0005,NASA_18650_LCO_2AH,12,2008-04-04 17:56:27.609,2.0,0.6408671551731668,0.21507374720247024,2.979755372374562,0.3834561147079128,0.855940902375637,1.1606837505262022,0.5236587928797699,0.42434474988494136,1.0067684367968166,0.09058431963427184,30.37677905152779,0.0,27.033644494333256,3.868101208967983,0.0,24.0,,,,,1.8142019357673917,38.52197451768004,13.777646003780443,2.64956413267546,0.08797890157380012,0.9697266666666667,1.006416870626298,6.461347627636918,7.241689378685026,0.9071009678836959,10.089321584142464,2.1046992592592595,4.592071111111111,37.239890852118805
B0005,NASA_18650_LCO_2AH,13,2008-04-04 22:01:54.671,2.0,0.6979409711532742,0.21450753752230461,3.253689719196264,0.40447855351339257,0.9124485086755789,1.2233579629365694,0.5347068855810584,0.6071852766355605,1.0067688173840608,0.09468432820658484,30.05302011094364,0.0,26.870618187745674,3.8522574180554066,0.0,24.0,,,,,1.8137521577549054,38.582485834057856,13.845846734525498,2.5724981777366227,0.042645986903895705,0.9639669444444444,1.0062069110386642,6.4563544193273685,7.15269054761041,0.9068760788774527,10.99642255202616,2.275151365740741,4.550302731481481,41.10799206108679
B0005,NASA_18650_LCO_2AH,14,2008-04-05 02:20:26.703,2.0,0.6977170527972157,0.21595630320603185,3.2308251290824805,0.39798433383282705,0.9136733560032476,1.2334777045973078,0.5308025783646416,0.6166318698825497,1.0069354086706084,0.09453755235843121,30.168468843680714,0.0008624557540564126,26.738987031481408,3.7415167991149043,0.0,24.0,,,,,1.8134404914735822,38.520294134873915,14.072310729819854,2.5249886697730286,0.014699217513546236,0.9638888888888889,1.0061712098576252,6.451794760952484,7.005419030232499,0.9067202457367911,11.903298630903613,2.454688773148148,4.53173311965812,44.9602494791422
B0005,NASA_18650_LCO_2AH,15,2008-04-05 06:25:01.890,2.0,0.6981589094438613,0.2162522344929402,3.228447139363223,0.3928974991813305,0.9144111439368015,1.2501017266031906,0.5306595710015416,0.6210617351838447,1.0069393423151292,0.09460170216744754,30.06078601207466,0.0,26.692190227813647,3.4938262883030893,0.0,24.0,,,,,1.8025980036306504,38.21358592965045,13.741466689435129,2.694621861688723,0.1144834480521901,0.9584158333333334,1.0061352501658183,6.420414652473348,6.854029890559173,0.9012990018153252,12.810018876640404,2.624540474537037,4.499212242063492,48.701766278257104
B0005,NASA_18650_LCO_2AH,16,2008-04-05 10:30:32.312,2.0,0.6928281830149263,0.21461794028912146,3.2281932277771825,0.40311956808338506,0.9074461233040478,1.2178448517219373,0.5344517028918138,0.5951339015876572,1.006906329462016,0.09442854111447355,29.84105303532721,0.0,26.563313470921162,3.2893743072801906,0.0,24.0,,,,,1.80210690024615,38.1983618706913,13.872944741868078,2.64010141737067,0.08241259845333532,0.9526130555555556,1.0062345144579732,6.415173142118836,6.707770863616461,0.901053450123075,13.711317878455729,2.7950314699074075,4.472050351851852,52.195592566560194
B0005,NASA_18650_LCO_2AH,17,2008-04-05 14:34:41.468,2.0,0.6910679937258591,0.21668329191681643,3.189299857953545,0.39459349860936094,0.9077512856426756,1.2285188835499663,0.5290430910948148,0.6020913109294589,1.0070201789145616,0.09411545884283737,29.90236309006016,0.0,26.52595276450022,3.2034321449313095,0.0,24.0,,,,,1.802579500826209,38.31926916027133,13.956675803360433,2.5739035098380962,0.04347265284593896,0.9470788888888889,1.0063315450974808,6.41387555286979,6.675093439921313,0.9012897504131046,14.612371328578805,2.964581886574074,4.446872829861111,55.484966873840385
B0005,NASA_18650_LCO_2AH,18,2008-04-05 18:39:25.218,2.0,0.6914618205855128,0.21619094299231797,3.198384767723088,0.3974657455546005,0.9076527635778308,1.224183185144703,0.5307971999676407,0.6094128963500758,1.0069873288030449,0.0939665307082226,30.108307461804788,0.0,26.591676949772925,3.2964011818909995,0.0,24.0,,,,,1.8030683142834096,38.4787542519308,14.096334329174777,2.4942396831720126,-0.003388421663521993,0.9417838888888889,1.0063838387677615,6.412094810464668,6.657630515701333,0.9015341571417048,15.513661078991909,3.1345326967592593,4.425222630718955,58.6883990187717
B0005,NASA_18650_LCO_2AH,19,2008-04-05 22:46:35.484,2.0,0.6908528113137188,0.21721824867022474,3.180454745182697,0.39664531264093394,0.9080710599839436,1.2252354919559865,0.5306442625091342,0.6192439995480038,1.0067956079651514,0.09368680488046084,30.32132377942574,0.0,26.645032205307864,3.4026356049796838,0.0,24.0,,,,,1.8027776247196041,38.54659017774874,14.185140915471987,2.4556793246645583,-0.026070985491436296,0.9417447222222222,1.0063241474524087,6.409233502923643,6.661246276197857,0.9013888123598021,16.415195236133613,3.3061792939814816,4.408239058641976,61.9848002006627
B0005,NASA_18650_LCO_2AH,20,2008-04-18 21:10:19.796,2.0,0.686779248699597,0.22023809730958147,3.1183489847128465,0.3713634133879122,0.9070173460091784,1.2825634488667237,0.5230866608647218,0.4395500145113363,1.0071383471781625,0.10565425904622194,29.01875034428269,4.579780537720641,25.663244609650953,2.555378568299386,0.0,24.0,0.05255141219548342,0.08171326240631759,0.9999999809710161,1.0146976887108867,1.8470259949329193,38.44749852224995,13.888783779296418,2.632142800798914,0.07773105929347872,0.9977038888888888,1.0062807921602237,6.57517728791939,7.466821664141784,0.9235129974664597,17.316584048493414,16.23933105324074,20.512839225146198,65.38743580564238
B0005,NASA_18650_LCO_2AH,21,2008-04-19 02:29:09.000,2.0,0.7200622840195812,0.2114213433167653,3.40581641862822,0.4009681404485302,0.9314836273363465,1.2611973901760718,0.5294060394373359,0.5827469990113847,1.0070294123048038,0.10314149018325691,29.356471957843606,3.8135241897085486,26.015018000119397,3.27452474758799,0.0,24.0,0.05275697714511305,0.07996712472125729,1.0039116731050592,0.9930145271159989,1.847417311283644,38.992275791716615,14.070169457225294,2.5027764692056795,0.0016332171798114897,0.9867491666666667,1.0061707977951464,6.575956911267687,7.703246056460596,0.923708655641822,18.240097045959875,16.460733877314812,19.752880652777776,67.94281437394177
B0005,NASA_18650_LCO_2AH,22,2008-04-19 07:47:15.703,2.0,0.7195494212312479,0.2116399086464553,3.3998758747024316,0.4034647906160644,0.9311893298777032,1.2585951599835288,0.5325009605871082,0.5909932899046615,1.0070688730712325,0.10211104514070209,29.32754285404437,3.345382397609754,26.09181445728815,3.1676328286324336,0.0,24.0,0.05306017471932942,0.0806215634823568,1.0096812148886174,1.001141206662686,1.8361774213478947,38.51424197364312,13.948275574115005,2.617507742871704,0.06912220168923762,0.9809938888888888,1.0060838444295959,6.538879583422267,7.289590581588361,0.9180887106739474,19.163805701601696,16.681644791666667,19.064736904761904,71.21733912152976
